id,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,last_review_ts
32013622,1767221,0,41,40.86622,-73.92233,1,48,160,0,0.0,2,179,1301270400000000000
32014745,229110237,1,47,40.66287,-73.88553,1,80,2,3,1.14,1,363,1561248000000000000
32015007,240033083,0,2,40.82272,-73.95478,1,70,2,0,0.0,1,0,1301270400000000000
32016639,7964926,1,3,40.70118,-73.92176,0,90,2,19,3.88,1,53,1561248000000000000
32017624,204926318,1,23,40.65351,-73.94999,1,40,30,0,0.0,1,300,1301270400000000000
32018080,240055586,2,111,40.7386,-73.79248,1,80,1,38,7.6,5,29,1561507200000000000
32018402,34556469,1,82,40.60653,-73.97725,1,50,1,0,0.0,2,0,1301270400000000000
32018806,240055586,2,111,40.7385,-73.79145,1,55,1,32,7.5,5,28,1561852800000000000
32019046,117930151,2,20,40.74458,-73.94102,1,100,1,5,1.06,2,351,1561161600000000000
32019847,238136541,0,25,40.74797,-73.98271,0,345,30,6,1.13,1,154,1556928000000000000
32020853,14249909,0,31,40.71825,-73.99651,1,169,3,3,0.67,1,0,1558224000000000000
32020961,21836588,0,41,40.86454,-73.9246,0,35,1,33,6.56,1,5,1561420800000000000
32020990,5592622,2,14,40.75734,-73.91365,1,65,1,12,2.55,5,149,1561939200000000000
32022699,225025900,2,37,40.77783,-73.90662,1,80,1,5,1.29,2,358,1561248000000000000
32022820,866089,0,61,40.7191,-73.99513,0,250,3,0,0.0,3,0,1301270400000000000
32025639,56656728,0,2,40.8165,-73.94438,1,60,5,1,0.21,5,0,1550275200000000000
32032602,96710414,0,9,40.75741,-73.96372,0,120,2,8,1.89,1,328,1561161600000000000
32034149,70058270,1,8,40.66521,-73.93153,0,575,3,0,0.0,4,105,1301270400000000000
32034639,37450458,1,1,40.67904,-73.91084,0,100,2,5,2.59,2,149,1560902400000000000
32035609,230062403,0,10,40.7984,-73.94014,0,450,1,12,2.67,1,325,1560124800000000000
32036785,158126190,2,32,40.74141,-73.92688,1,33,7,2,0.4,1,0,1550620800000000000
32036822,36323224,0,15,40.84669,-73.94028,1,55,1,17,3.31,1,30,1562112000000000000
32036850,165863135,0,13,40.72026,-73.98787,1,80,20,2,0.48,1,3,1555632000000000000
32036997,240194042,0,2,40.8235,-73.95391,1,30,21,0,0.0,1,0,1301270400000000000
32037535,212262028,1,24,40.6882,-73.97651,0,160,3,13,3.1,2,252,1561248000000000000
32037930,8503180,0,6,40.72997,-73.9884,0,1500,30,0,0.0,2,178,1301270400000000000
32038185,240203470,2,46,40.67804,-73.80122,1,25,1,44,9.23,1,41,1561852800000000000
32039742,240207968,0,4,40.79967,-73.96109,1,128,30,0,0.0,2,364,1301270400000000000
32039920,238133848,0,9,40.75702,-73.96503,0,450,30,3,0.58,1,154,1558656000000000000
32040058,7352103,1,1,40.69159,-73.95765,0,80,5,2,0.42,1,0,1559520000000000000
32040351,240207968,0,4,40.79907,-73.96098,1,128,30,0,0.0,2,1,1301270400000000000
32040396,9124906,1,18,40.64004,-73.9664,1,40,1,1,0.2,1,0,1549411200000000000
32040619,236659049,1,3,40.69006,-73.90605,1,40,1,3,0.64,4,0,1554768000000000000
32041359,48857380,0,6,40.72267,-73.9852,1,150,2,4,1.05,1,0,1557014400000000000
32041621,62589092,0,2,40.80996,-73.94191,1,53,1,26,5.03,1,1,1560988800000000000
32042717,65786143,1,0,40.70572,-73.94501,1,90,2,11,2.92,1,83,1562025600000000000
32042721,240239465,2,76,40.70132,-73.75463,0,30,2,11,2.32,2,230,1558742400000000000
32042820,187419882,0,2,40.82885,-73.9412,1,62,1,1,0.47,3,72,1557100800000000000
32043013,67746251,2,86,40.68237,-73.84874,1,45,1,40,7.79,4,30,1562544000000000000
32043671,240248599,0,61,40.71918,-73.99536,1,125,3,1,0.42,1,1,1556409600000000000
32044146,138150256,1,11,40.73324,-73.95304,0,110,7,1,0.68,2,23,1558828800000000000
32045160,187419882,0,2,40.82711,-73.94143,1,99,2,18,3.8,3,72,1561939200000000000
32045403,64213111,1,21,40.66088,-73.94363,1,50,2,0,0.0,1,0,1301270400000000000
32045812,47732926,2,64,40.72819,-73.86032,0,90,1,7,1.84,1,64,1561248000000000000
32047002,67746251,2,86,40.6824,-73.84997,1,42,1,33,6.39,4,31,1561334400000000000
32047248,158725307,0,73,40.72813,-73.99258,0,400,2,0,0.0,2,38,1301270400000000000
32047800,9898029,1,23,40.64998,-73.92358,1,67,3,0,0.0,5,357,1301270400000000000
32048047,65800377,1,3,40.70053,-73.92314,1,150,3,0,0.0,3,28,1301270400000000000
32048480,60403058,1,1,40.68735,-73.93118,1,60,2,2,0.49,1,0,1556409600000000000
32048560,240289379,0,5,40.76364,-73.99506,0,90,3,4,0.9,1,0,1552867200000000000
32048862,89985620,1,69,40.62297,-73.92971,1,42,2,13,3.33,3,280,1561507200000000000
32049360,42121413,1,23,40.64222,-73.95067,0,190,4,13,3.17,1,241,1561939200000000000
32049606,58220119,0,2,40.8167,-73.94421,1,300,2,1,0.7,1,76,1558915200000000000
32050071,6073347,0,73,40.72703,-73.99264,0,189,5,2,0.46,1,0,1552003200000000000
32050188,239519185,0,5,40.76124,-73.9894,1,120,1,29,5.8,2,198,1561248000000000000
32050937,21416718,1,0,40.71606,-73.96268,0,150,3,15,3.75,1,35,1561075200000000000
32050983,240311383,0,15,40.84725,-73.94274,1,85,2,11,2.21,1,227,1562112000000000000
32053614,77304447,0,2,40.82065,-73.95483,1,35,5,19,4.45,3,8,1562112000000000000
32054416,156158778,0,51,40.71782,-74.01047,0,1978,1,0,0.0,12,0,1301270400000000000
32054475,156158778,1,34,40.6776,-73.96961,0,1494,1,0,0.0,12,0,1301270400000000000
32054910,156158778,0,4,40.78742,-73.97011,0,3512,1,0,0.0,12,124,1301270400000000000
32058864,200380610,0,9,40.75569,-73.98154,0,600,30,0,0.0,65,110,1301270400000000000
32059283,33646389,1,8,40.67128,-73.95895,0,85,5,1,0.58,2,51,1558224000000000000
32062080,2231216,0,5,40.75947,-73.99196,1,150,2,17,3.59,1,16,1561680000000000000
32062178,152246149,3,123,40.83108,-73.82951,1,50,1,11,2.41,5,365,1560038400000000000
32062843,91393358,2,27,40.75584,-73.80618,0,115,2,15,3.91,1,44,1562284800000000000
32064173,51709634,1,23,40.65441,-73.95024,1,31,1,25,5.0,1,5,1560038400000000000
32064705,6407054,0,2,40.82051,-73.95291,1,53,1,4,0.85,3,0,1561248000000000000
32065845,240460735,0,38,40.76015,-73.98497,0,890,1,2,0.41,1,301,1551484800000000000
32066991,33386742,1,0,40.70298,-73.93834,1,80,1,0,0.0,1,5,1301270400000000000
32069538,10257350,0,15,40.83325,-73.94444,1,50,2,8,2.76,2,52,1562025600000000000
32069686,27107891,1,0,40.71396,-73.93986,0,179,4,8,2.11,1,104,1561075200000000000
32070946,48146336,0,5,40.76318,-73.99335,0,130,30,2,0.5,20,263,1557273600000000000
32071927,41869388,0,40,40.72233,-73.99334,1,85,2,20,4.29,1,5,1561075200000000000
32080210,29278028,0,7,40.77698,-73.95712,0,800,5,3,0.86,4,280,1556064000000000000
32080359,75035789,2,62,40.7321,-73.89712,1,40,1,0,0.0,1,156,1301270400000000000
32081249,240594389,2,94,40.69271,-73.89519,0,135,3,7,2.0,1,120,1559347200000000000
32085454,18193304,1,0,40.71268,-73.9472,1,80,1,10,3.03,1,102,1562284800000000000
32085492,8962177,0,16,40.73231,-74.00377,1,90,1,4,1.26,1,330,1562025600000000000
32085580,24975940,0,29,40.73365,-73.99727,0,159,90,0,0.0,2,90,1301270400000000000
32086758,164242874,0,4,40.79481,-73.97432,0,150,1,20,4.05,1,272,1561248000000000000
32088018,3158364,2,32,40.73641,-73.92415,1,40,5,5,1.26,4,297,1561852800000000000
32088075,14234166,2,28,40.70484,-73.91393,1,59,1,15,2.98,2,67,1561420800000000000
32089161,25115746,0,4,40.78757,-73.97624,2,500,1,0,0.0,1,89,1301270400000000000
32090300,48112774,1,1,40.67767,-73.91784,1,100,1,7,1.83,1,365,1561852800000000000
32091007,23502183,0,9,40.75445,-73.96471,0,159,30,0,0.0,2,249,1301270400000000000
32092858,49138015,1,1,40.68272,-73.92555,0,119,3,11,2.43,1,24,1560643200000000000
32093515,228879817,2,27,40.74523,-73.83321,1,42,1,20,4.26,6,157,1562457600000000000
32094042,228879817,2,27,40.74588,-73.83284,1,49,1,14,2.76,6,121,1562025600000000000
32095668,110539055,3,103,40.87905,-73.85243,0,76,2,14,2.98,2,300,1561939200000000000
32098667,240134265,0,79,40.71214,-73.99643,1,97,1,30,5.84,3,174,1561248000000000000
32101077,240134265,0,79,40.71247,-73.99619,1,300,1,19,3.93,3,166,1560816000000000000
32101427,240134265,0,79,40.71208,-73.9941,1,93,1,28,5.53,3,359,1559174400000000000
32102590,211549023,0,9,40.7467,-73.98706,0,220,2,4,1.09,13,283,1560816000000000000
32102888,12236516,1,34,40.67743,-73.97202,0,175,30,0,0.0,1,300,1301270400000000000
32104047,194953121,0,9,40.75204,-73.97278,0,699,2,0,0.0,1,132,1301270400000000000
32104211,1507408,0,10,40.80245,-73.94426,1,96,3,1,0.56,1,365,1557964800000000000
32105616,39444059,0,41,40.86886,-73.92407,0,100,1,0,0.0,1,13,1301270400000000000
32107065,240858689,2,20,40.74794,-73.94901,1,100,14,0,0.0,1,0,1301270400000000000
32107458,94087109,0,29,40.73027,-74.00077,0,299,3,9,1.8,1,19,1561075200000000000
32108317,16543733,1,8,40.6757,-73.95121,0,160,3,9,2.35,1,109,1561248000000000000
32108840,7980041,1,18,40.64504,-73.9608,0,110,2,6,1.5,1,17,1561852800000000000
32109093,50544293,0,29,40.73028,-74.00015,0,220,1,4,0.85,2,29,1558224000000000000
32109492,48146336,0,5,40.76165,-73.99351,0,130,30,2,0.53,20,332,1559347200000000000
32110731,239360406,1,77,40.61487,-74.00666,1,70,1,15,3.02,1,0,1558915200000000000
32112767,137463409,2,62,40.72595,-73.90299,0,150,1,24,5.26,1,236,1561939200000000000
32113235,240913613,0,12,40.74928,-73.99633,0,180,3,26,5.45,1,53,1561939200000000000
32113817,231819451,0,13,40.71984,-73.98625,1,100,3,19,4.01,1,48,1561939200000000000
32114142,235530740,1,1,40.68321,-73.93803,0,250,5,13,2.79,3,194,1561248000000000000
32114499,235530740,1,1,40.68429,-73.93623,0,250,5,7,1.84,3,215,1559520000000000000
32114824,240934322,0,5,40.76412,-73.98771,1,125,3,0,0.0,1,173,1301270400000000000
32116711,42519995,1,3,40.70709,-73.92071,1,70,1,3,0.58,1,319,1560038400000000000
32120380,143509629,3,127,40.85538,-73.91081,2,40,1,0,0.0,1,0,1301270400000000000
32121725,32999831,0,38,40.75943,-73.98756,0,200,2,3,0.84,1,85,1557619200000000000
32122767,102466916,0,2,40.80618,-73.94288,1,53,30,0,0.0,6,241,1301270400000000000
32122886,102466916,0,2,40.80577,-73.9448,1,55,60,0,0.0,6,210,1301270400000000000
32123225,65929049,0,9,40.74838,-73.98444,0,799,5,2,0.39,1,343,1557014400000000000
32125848,215407308,2,32,40.73708,-73.92634,1,48,2,1,0.48,3,132,1557187200000000000
32125944,238779678,0,6,40.72764,-73.9906,1,60,30,0,0.0,9,343,1301270400000000000
32126612,238779678,0,6,40.72689,-73.98906,1,69,30,0,0.0,9,310,1301270400000000000
32126629,62436749,0,9,40.75483,-73.96991,0,295,4,0,0.0,1,270,1301270400000000000
32127699,241035874,1,0,40.71045,-73.93826,1,60,2,16,4.14,1,355,1559520000000000000
32128935,11757212,1,3,40.69665,-73.92714,1,65,1,22,4.49,4,89,1562112000000000000
32133824,25116715,0,26,40.73957,-73.98006,1,115,4,0,0.0,1,22,1301270400000000000
32135728,171646902,2,43,40.73102,-73.87383,0,300,2,20,6.32,1,298,1561420800000000000
32136644,228141767,3,81,40.88344,-73.90301,1,45,1,14,2.86,1,347,1561334400000000000
32137426,3435092,0,7,40.78081,-73.94866,0,175,4,12,3.91,3,231,1561939200000000000
32137481,10476957,0,29,40.7312,-74.00025,0,1000,2,8,1.59,1,273,1557619200000000000
32137567,11263163,0,61,40.71939,-73.99662,0,150,1,18,3.83,1,0,1561852800000000000
32138615,118769947,0,7,40.7629,-73.96157,0,200,1,30,6.0,1,2,1561075200000000000
32138645,16954523,1,3,40.68754,-73.91231,1,55,7,4,0.92,1,95,1559779200000000000
32139526,171331943,0,6,40.72882,-73.98103,0,160,3,6,6.0,1,63,1562025600000000000
32141173,17849213,1,0,40.71695,-73.93847,0,110,1,7,2.56,2,1,1559347200000000000
32141626,238391711,0,2,40.81303,-73.95285,1,180,1,13,3.05,1,296,1561507200000000000
32141672,20811907,2,14,40.76734,-73.93267,0,90,3,14,2.96,1,251,1560729600000000000
32155741,220139308,0,17,40.70713,-74.01043,1,125,1,13,4.15,1,132,1561507200000000000
32158769,140348326,0,7,40.7814,-73.94771,1,68,4,2,0.59,2,0,1554595200000000000
32159820,31691527,1,0,40.71698,-73.95879,1,365,2,4,1.52,1,79,1560038400000000000
32160052,124506693,1,8,40.6751,-73.953,1,71,2,9,3.38,1,223,1561939200000000000
32160460,162280872,0,5,40.76163,-73.99602,0,150,30,0,0.0,13,332,1301270400000000000
32160889,162280872,0,5,40.76273,-73.9942,0,185,30,0,0.0,13,298,1301270400000000000
32160897,162280872,0,5,40.76164,-73.9944,0,145,30,0,0.0,13,300,1301270400000000000
32161408,131995652,3,128,40.84994,-73.9066,0,148,3,7,1.74,1,358,1562457600000000000
32161968,175103962,1,1,40.68061,-73.907,1,46,1,12,2.38,6,155,1561507200000000000
32161987,4619315,0,2,40.8199,-73.95248,0,165,3,9,2.01,1,2,1560124800000000000
32162250,241277495,2,14,40.75864,-73.92782,0,225,5,1,1.0,1,30,1560556800000000000
32163602,18466353,0,12,40.74084,-74.00425,0,180,5,0,0.0,1,214,1301270400000000000
32163798,3280640,0,9,40.74437,-73.98848,0,250,3,18,3.83,1,26,1561939200000000000
32164372,133130315,0,5,40.76379,-73.9872,0,170,1,4,1.05,6,123,1558915200000000000
32164433,16384390,0,12,40.74324,-73.99705,0,175,2,9,2.37,1,50,1560902400000000000
32165536,1570799,1,0,40.70771,-73.94627,1,100,10,2,0.9,1,3,1560902400000000000
32165540,801538,0,6,40.7233,-73.98062,0,150,90,0,0.0,1,341,1301270400000000000
32165550,68959402,2,43,40.74685,-73.88626,0,70,1,8,1.73,1,141,1559692800000000000
32166264,21536937,1,3,40.70431,-73.92655,1,100,2,1,0.56,1,89,1557964800000000000
32166672,187849608,0,4,40.79097,-73.97412,1,180,1,3,0.63,1,151,1557792000000000000
32167255,6883576,1,0,40.71516,-73.94934,1,98,1,9,2.37,1,53,1560643200000000000
32167684,1458110,0,29,40.72722,-73.99914,1,96,3,2,0.41,2,5,1558828800000000000
32168090,206288086,1,24,40.69434,-73.97099,0,167,2,20,4.96,2,284,1561852800000000000
32168744,241341898,0,2,40.82796,-73.94088,1,85,1,27,5.7,1,0,1559088000000000000
32168942,116089235,0,12,40.75117,-73.99735,0,500,3,1,0.63,1,77,1558569600000000000
32169418,158407820,2,44,40.75403,-73.90076,0,98,2,15,4.13,5,337,1561507200000000000
32170868,48675725,1,47,40.67212,-73.86991,0,125,2,18,4.43,1,28,1561939200000000000
32171100,241366980,0,15,40.83685,-73.94176,1,75,2,20,4.88,1,223,1562025600000000000
32171104,241359293,0,5,40.76483,-73.99248,0,280,2,0,0.0,1,0,1301270400000000000
32172621,237336458,0,12,40.73778,-73.99616,1,99,12,4,0.79,4,29,1560729600000000000
32176821,9260643,1,0,40.71615,-73.95877,0,400,2,3,1.18,1,20,1556236800000000000
32178172,131647128,0,4,40.77054,-73.98344,0,290,30,2,0.52,25,313,1553126400000000000
32179659,137358866,2,14,40.76399,-73.92581,1,37,30,1,0.77,103,238,1559260800000000000
32180213,198730633,0,2,40.81105,-73.95241,1,80,1,3,0.71,2,0,1552780800000000000
32180820,210141310,0,5,40.75961,-73.98844,0,295,3,22,4.49,1,228,1562112000000000000
32181226,27891261,0,17,40.709,-74.01221,0,160,30,2,0.86,1,126,1560556800000000000
32182464,200380610,0,12,40.74468,-74.00157,0,382,90,0,0.0,65,364,1301270400000000000
32183028,240237028,2,28,40.69924,-73.90191,1,45,2,14,2.96,1,168,1560211200000000000
32185458,66993395,1,1,40.68697,-73.92859,0,245,4,13,2.79,3,272,1561939200000000000
32185689,33992697,1,3,40.70458,-73.92888,1,80,2,3,0.63,1,14,1560988800000000000
32185917,545623,1,19,40.68447,-73.96714,1,75,1,11,2.64,1,5,1557705600000000000
32185974,241361740,0,5,40.75951,-73.99455,0,230,2,0,0.0,1,0,1301270400000000000
32186503,241366983,0,5,40.7647,-73.99516,0,250,2,0,0.0,1,0,1301270400000000000
32186906,61316506,2,32,40.74603,-73.91458,0,145,1,14,2.9,2,331,1561334400000000000
32186945,25043035,0,9,40.76638,-73.98311,1,100,1,4,0.85,1,0,1557619200000000000
32187475,7627510,2,48,40.75318,-73.88404,1,80,2,5,1.06,1,157,1561593600000000000
32189288,32136241,0,12,40.75173,-73.99869,0,100,3,11,2.77,1,24,1560816000000000000
32189352,77021411,0,9,40.75231,-73.97331,1,300,4,0,0.0,1,0,1301270400000000000
32189706,53300414,1,42,40.67024,-73.99349,1,55,1,0,0.0,2,20,1301270400000000000
32190090,55289,0,5,40.76522,-73.98779,0,250,4,17,3.98,1,200,1562198400000000000
32190231,241513556,0,38,40.76106,-73.98694,0,170,2,0,0.0,1,0,1301270400000000000
32190629,92510990,2,20,40.76235,-73.92651,1,100,3,5,1.4,1,42,1559347200000000000
32191213,241541553,1,0,40.71211,-73.96276,0,418,2,20,3.97,1,153,1561852800000000000
32194564,39712384,1,8,40.6732,-73.92146,1,110,3,7,2.44,1,152,1561939200000000000
32195520,241583701,2,20,40.75331,-73.92454,0,140,7,4,0.85,1,35,1558396800000000000
32197473,217807652,0,2,40.80625,-73.94647,1,75,5,0,0.0,1,0,1301270400000000000
32201182,26817172,0,9,40.75828,-73.96829,0,250,1,11,3.59,1,336,1561766400000000000
32203689,241458287,3,89,40.81098,-73.91814,0,65,2,15,3.26,1,51,1560816000000000000
32205973,241675405,3,123,40.8154,-73.81551,0,75,3,0,0.0,1,90,1301270400000000000
32206003,241676154,4,187,40.57974,-74.10989,1,30,7,1,1.0,2,188,1561766400000000000
32207083,57049951,0,2,40.81332,-73.95309,1,69,1,1,0.33,9,365,1554854400000000000
32207088,36732553,2,14,40.75604,-73.91488,1,60,7,0,0.0,3,338,1301270400000000000
32207090,57049951,0,2,40.81401,-73.95393,1,69,2,1,1.0,9,365,1561420800000000000
32207337,57049951,0,2,40.81384,-73.95315,2,69,2,1,0.39,9,365,1555977600000000000
32208121,241694782,1,1,40.68683,-73.93825,0,140,1,1,0.47,2,68,1557100800000000000
32209753,241059711,1,8,40.6786,-73.96308,0,450,1,2,0.52,1,204,1555804800000000000
32214068,241732167,0,25,40.74915,-73.9761,0,220,30,1,0.33,1,310,1554854400000000000
32214481,117717201,0,9,40.74338,-73.98557,0,210,4,3,1.29,1,156,1558569600000000000
32214585,98868828,3,151,40.89156,-73.84197,1,65,1,0,0.0,1,89,1301270400000000000
32214783,234270791,1,3,40.69615,-73.92995,1,58,3,6,2.02,3,94,1560816000000000000
32214892,17473098,4,197,40.62373,-74.11773,1,150,1,0,0.0,1,0,1301270400000000000
32218558,219517861,0,17,40.70584,-74.0106,0,245,2,6,1.65,327,272,1558224000000000000
32218659,219517861,0,17,40.70608,-74.012,0,245,2,2,2.0,327,299,1560816000000000000
32218803,219517861,0,17,40.70658,-74.01036,1,200,2,13,2.81,327,352,1560816000000000000
32219550,219517861,0,17,40.70623,-74.01198,0,229,2,6,3.0,327,355,1561075200000000000
32219678,219517861,0,17,40.70564,-74.01162,1,204,2,4,0.96,327,327,1556496000000000000
32221325,107504230,1,0,40.71189,-73.9649,0,100,3,2,0.43,1,0,1555286400000000000
32222587,241764251,0,10,40.79973,-73.94567,0,156,3,8,2.22,1,51,1561161600000000000
32222756,32625342,3,81,40.88316,-73.90586,1,30,4,8,1.76,2,0,1556582400000000000
32222783,241765415,1,109,40.70046,-73.98389,0,240,1,1,0.25,1,89,1552521600000000000
32223111,9163877,1,1,40.69116,-73.95444,0,132,3,4,1.03,1,205,1560038400000000000
32223114,73670512,1,82,40.59284,-73.97682,0,130,3,15,3.31,2,119,1562284800000000000
32223317,219517861,0,17,40.7058,-74.0121,0,404,2,10,2.26,327,330,1558915200000000000
32223854,219517861,0,17,40.70641,-74.01047,0,234,2,2,1.46,327,332,1559606400000000000
32224165,219517861,0,17,40.70621,-74.01238,0,425,2,8,2.11,327,339,1558915200000000000
32224172,219517861,0,17,40.70752,-74.01046,0,235,2,7,1.52,327,306,1561334400000000000
32224211,219517861,0,17,40.70645,-74.01203,0,503,2,5,1.34,327,315,1561161600000000000
32224530,64663067,0,5,40.75977,-73.99062,0,250,2,17,3.86,1,71,1562371200000000000
32224599,241770178,2,49,40.76587,-73.87968,1,40,2,8,1.88,1,10,1558656000000000000
32225184,219517861,0,17,40.70721,-74.01226,1,258,2,6,1.27,327,332,1557619200000000000
32225186,219517861,0,17,40.70714,-74.01233,0,392,2,2,0.63,327,286,1557705600000000000
32225187,219517861,0,17,40.70573,-74.01077,1,375,2,5,1.24,327,280,1561248000000000000
32225188,219517861,0,17,40.70644,-74.01214,0,231,2,7,1.69,327,347,1557705600000000000
32225189,219517861,0,17,40.70624,-74.01076,0,194,2,8,1.85,327,341,1560816000000000000
32225195,219517861,0,17,40.70732,-74.01029,0,240,2,8,1.98,327,357,1560988800000000000
32225197,219517861,0,17,40.7075,-74.01023,0,229,2,7,1.75,327,346,1558051200000000000
32225203,219517861,0,17,40.70737,-74.01103,0,230,2,5,1.49,327,346,1560643200000000000
32225206,219517861,0,17,40.70587,-74.01092,0,472,2,12,2.67,327,234,1560556800000000000
32225207,219517861,0,17,40.70727,-74.01072,1,256,2,16,3.75,327,329,1560988800000000000
32226740,232475160,0,5,40.76242,-73.9925,0,149,2,7,1.47,1,155,1561075200000000000
32228971,1495355,2,57,40.72345,-73.84365,1,40,2,4,1.88,2,188,1559952000000000000
32232502,45238340,0,10,40.79196,-73.95048,1,95,1,8,2.55,1,131,1558828800000000000
32232908,29775337,1,0,40.7185,-73.95601,1,150,2,7,1.48,1,20,1558828800000000000
32233982,137358866,2,44,40.74259,-73.91193,1,51,30,1,0.58,103,239,1558137600000000000
32234241,34468788,0,16,40.73847,-74.0062,0,175,2,7,2.92,1,3,1561939200000000000
32234380,241870258,1,0,40.71363,-73.93615,2,75,1,2,0.63,2,1,1554508800000000000
32234672,24973324,0,15,40.85355,-73.93232,0,125,2,1,0.21,1,72,1550448000000000000
32234674,107434423,0,51,40.71543,-74.00647,0,282,30,0,0.0,232,302,1301270400000000000
32234982,241883660,3,99,40.80707,-73.92974,0,200,5,1,0.67,1,0,1558742400000000000
32235802,241889662,0,16,40.73742,-74.00484,1,999,1,1,0.39,5,310,1556064000000000000
32236518,219517861,0,17,40.70775,-74.01047,0,454,2,11,3.33,327,297,1560211200000000000
32236681,219517861,0,17,40.70615,-74.01243,1,262,2,6,1.59,327,328,1559692800000000000
32236951,219517861,0,17,40.70734,-74.01064,0,472,2,6,1.41,327,316,1560124800000000000
32237138,219517861,0,17,40.70714,-74.01225,0,203,2,7,1.88,327,338,1561334400000000000
32237148,219517861,0,17,40.70795,-74.01046,0,247,2,9,2.13,327,263,1559001600000000000
32237240,219517861,0,17,40.70649,-74.01227,0,377,2,15,3.52,327,273,1561075200000000000
32237306,219517861,0,17,40.70586,-74.01078,0,229,2,14,3.65,327,323,1561248000000000000
32237394,219517861,0,17,40.70789,-74.01229,0,234,2,12,3.05,327,340,1560643200000000000
32237413,219517861,0,17,40.70631,-74.01098,0,503,2,7,2.1,327,294,1559001600000000000
32237469,219517861,0,17,40.7074,-74.01175,0,228,2,2,0.73,327,350,1558137600000000000
32237493,219517861,0,17,40.7065,-74.01171,0,404,2,15,3.19,327,310,1560038400000000000
32237560,219517861,0,17,40.70721,-74.01044,0,252,2,12,3.03,327,302,1560902400000000000
32237566,219517861,0,17,40.70648,-74.01241,0,229,2,7,1.69,327,337,1558828800000000000
32237634,219517861,0,17,40.70642,-74.01045,0,431,2,10,2.11,327,323,1560470400000000000
32237640,219517861,0,17,40.70734,-74.01056,0,412,2,13,3.07,327,341,1560470400000000000
32237692,219517861,0,17,40.70767,-74.01061,0,403,2,8,1.9,327,273,1560643200000000000
32237736,219517861,0,17,40.7065,-74.01019,0,229,2,10,2.34,327,349,1560384000000000000
32237768,219517861,0,17,40.70656,-74.01092,0,227,2,8,1.88,327,356,1559692800000000000
32237811,219517861,0,17,40.70797,-74.01227,0,205,2,10,2.54,327,338,1561334400000000000
32238040,59411033,0,2,40.81359,-73.95246,1,85,1,2,0.82,1,7,1557360000000000000
32238106,219517861,0,17,40.7072,-74.01214,0,194,2,8,2.26,327,318,1560384000000000000
32238131,219517861,0,17,40.70731,-74.01056,0,214,2,11,3.2,327,312,1560211200000000000
32238198,219517861,0,17,40.70782,-74.01066,0,229,2,9,2.11,327,346,1557705600000000000
32238229,219517861,0,17,40.70584,-74.01045,0,185,2,6,1.58,327,295,1558828800000000000
32238253,219517861,0,17,40.70569,-74.01183,0,234,2,8,2.31,327,333,1560816000000000000
32238307,219517861,0,17,40.70574,-74.01023,0,201,2,20,4.11,327,333,1561075200000000000
32238324,219517861,0,17,40.70621,-74.01054,0,229,2,5,1.25,327,335,1558396800000000000
32238387,219517861,0,17,40.70766,-74.01114,0,244,2,1,0.7,327,258,1558915200000000000
32238391,219517861,0,17,40.70569,-74.01077,0,227,2,8,3.64,327,349,1560211200000000000
32238462,219517861,0,17,40.70748,-74.01042,0,451,2,15,4.37,327,254,1561075200000000000
32238473,219517861,0,17,40.70581,-74.01226,0,241,2,5,1.35,327,284,1560297600000000000
32238548,219517861,0,17,40.70764,-74.01077,0,252,2,15,3.19,327,260,1561075200000000000
32238621,219517861,0,17,40.70644,-74.01188,0,250,2,10,2.59,327,292,1561248000000000000
32238694,214347105,0,9,40.75431,-73.96518,0,419,3,6,1.57,8,326,1561075200000000000
32238730,219517861,0,17,40.70785,-74.01239,0,505,2,7,1.79,327,275,1560470400000000000
32238809,219517861,0,17,40.70599,-74.01201,0,228,2,8,2.02,327,348,1560902400000000000
32238821,219517861,0,17,40.70731,-74.01021,0,242,2,15,3.75,327,261,1560643200000000000
32238933,18874653,1,19,40.69344,-73.9652,0,175,4,5,1.19,1,40,1561852800000000000
32239033,219517861,0,17,40.70583,-74.01089,0,221,2,4,1.97,327,333,1561334400000000000
32239034,219517861,0,17,40.70651,-74.01252,0,203,2,9,2.16,327,336,1560988800000000000
32239035,219517861,0,17,40.70599,-74.01064,0,228,2,11,2.73,327,355,1560384000000000000
32239039,219517861,0,17,40.70775,-74.0105,0,215,2,9,2.31,327,313,1560211200000000000
32239170,241924064,4,182,40.60525,-74.06745,0,300,1,0,0.0,1,87,1301270400000000000
32239551,219517861,0,17,40.70706,-74.01036,0,198,2,7,1.65,327,346,1557705600000000000
32239640,219517861,0,17,40.70632,-74.0116,0,468,2,11,3.0,327,267,1561075200000000000
32239738,219517861,0,17,40.70563,-74.01097,0,227,2,3,0.81,327,350,1556323200000000000
32239944,219517861,0,17,40.70702,-74.01087,0,236,2,9,2.52,327,347,1559692800000000000
32239950,219517861,0,17,40.70595,-74.0118,0,244,2,2,1.82,327,317,1560470400000000000
32240068,177449995,2,44,40.74554,-73.89831,1,120,2,0,0.0,1,363,1301270400000000000
32240076,219517861,0,17,40.70637,-74.01199,0,248,2,17,4.08,327,271,1560729600000000000
32240110,219517861,0,17,40.70609,-74.01219,0,241,2,7,2.08,327,331,1560643200000000000
