neighbourhood,latitude,longitude,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,price
25,40.74791,-73.97957,1,0,0.0,2,365,400
4,40.77101,-73.98941,2,5,4.29,1,94,360
25,40.74682,-73.97983,1,0,0.0,2,364,307
12,40.75393,-73.99992,1,0,0.0,1,362,199
7,40.76768,-73.95455,2,1,1.0,1,57,320
5,40.76578,-73.99101,1,6,5.62,9,175,85
52,40.63506,-73.9744,1,2,2.0,2,18,55
5,40.76272,-73.99054,1,4,4.0,1,156,189
5,40.75654,-73.99425,1,0,0.0,1,180,920
6,40.72803,-73.98112,1,1,1.0,1,365,500
26,40.74442,-73.98047,1,1,1.0,1,221,225
26,40.74094,-73.9799,3,3,2.81,1,261,400
12,40.75348,-73.9986,1,2,2.0,1,360,900
6,40.73258,-73.98648,2,0,0.0,1,310,225
3,40.70078,-73.92803,6,1,1.0,1,27,89
5,40.76169,-73.9907,1,5,5.0,1,26,170
20,40.75367,-73.9289,5,1,1.0,1,49,65
5,40.75748,-73.99477,1,0,0.0,1,360,800
12,40.75347,-73.99883,1,0,0.0,1,337,210
106,40.83898,-73.86492,1,0,0.0,1,364,55
6,40.72697,-73.9805,1,0,0.0,1,365,390
20,40.76383,-73.9297,1,3,3.0,1,339,275
16,40.73591,-74.0101,1,0,0.0,1,365,750
25,40.74814,-73.97955,1,0,0.0,1,215,450
8,40.67385,-73.92071,3,3,3.0,1,356,295
14,40.75813,-73.92152,1,2,2.0,1,341,50
5,40.75501,-73.99376,1,0,0.0,1,360,930
0,40.70696,-73.94377,1,3,2.65,1,0,75
49,40.76251,-73.86722,1,3,3.0,7,0,49
90,40.65902,-73.73783,1,0,0.0,2,365,70
17,40.70473,-74.01582,2,1,1.0,2,5,90
9,40.75287,-73.98631,4,1,1.0,1,2,350
65,40.69041,-73.99777,1,2,2.0,1,39,599
83,40.73611,-73.86401,1,2,1.76,2,62,36
3,40.69447,-73.91364,2,5,4.17,2,301,70
83,40.7363,-73.86316,1,5,3.85,2,337,36
27,40.75728,-73.80072,2,2,1.58,1,315,70
12,40.74614,-74.00168,5,0,0.0,1,79,150
44,40.74239,-73.89454,29,0,0.0,15,5,35
44,40.74258,-73.89315,30,0,0.0,15,40,40
0,40.71419,-73.95967,2,1,1.0,1,15,230
101,40.86871,-73.8474,2,0,0.0,4,90,40
9,40.75392,-73.96862,2,0,0.0,1,136,459
35,40.8127,-73.96163,1,1,0.81,1,365,100
0,40.70478,-73.93851,7,1,1.0,1,97,95
96,40.89147,-73.84747,2,0,0.0,1,173,196
6,40.72685,-73.98349,30,0,0.0,1,0,110
2,40.80618,-73.94618,2,3,3.0,1,187,179
5,40.76495,-73.98784,1,13,10.54,1,164,330
6,40.72993,-73.98319,15,0,0.0,1,22,78
29,40.72757,-74.00059,2,2,2.0,1,186,349
112,40.82778,-73.91516,3,2,2.0,1,253,75
5,40.76605,-73.99193,2,0,0.0,1,304,700
1,40.68559,-73.95478,30,0,0.0,1,1,38
3,40.70149,-73.92768,7,0,0.0,2,55,177
14,40.76542,-73.92607,7,1,1.0,1,82,140
10,40.79523,-73.94956,14,0,0.0,1,0,50
91,40.58485,-73.81482,2,2,2.0,1,152,200
71,40.73927,-73.98774,1,0,0.0,1,365,950
12,40.74575,-74.01052,1,0,0.0,1,361,332
25,40.74832,-73.98126,1,0,0.0,1,365,416
20,40.74854,-73.94908,20,0,0.0,2,66,75
68,40.6624,-73.76348,1,2,2.0,6,179,60
94,40.70012,-73.89451,1,0,0.0,5,21,126
21,40.66459,-73.96629,2,0,0.0,1,179,86
2,40.80486,-73.94754,1,7,5.83,2,267,50
1,40.68213,-73.9538,4,0,0.0,1,38,75
5,40.76273,-73.99028,2,2,2.0,1,55,255
16,40.73129,-74.00661,14,3,2.43,1,31,100
1,40.68543,-73.92068,1,5,5.0,3,237,170
131,40.72085,-73.79179,2,0,0.0,2,19,65
1,40.68027,-73.94358,4,1,1.0,2,15,59
4,40.79164,-73.97361,1,0,0.0,1,22,169
5,40.76476,-73.98871,7,0,0.0,1,5,145
17,40.70912,-74.00671,3,4,4.0,1,86,249
40,40.72435,-73.99419,1,0,0.0,1,9,500
20,40.74833,-73.93682,3,1,1.0,1,0,80
7,40.76671,-73.95286,10,1,1.0,1,34,99
8,40.67038,-73.92962,2,1,1.0,3,326,245
190,40.60585,-74.13331,2,0,0.0,1,144,49
3,40.69694,-73.90766,2,1,1.0,1,0,67
15,40.85457,-73.92778,1,5,4.69,1,130,66
8,40.67132,-73.93003,2,5,5.0,3,309,250
8,40.67144,-73.93182,2,0,0.0,3,308,475
1,40.69134,-73.92768,30,0,0.0,1,334,42
9,40.75152,-73.97313,4,0,0.0,1,193,750
89,40.81203,-73.90779,2,3,3.0,1,8,50
35,40.81494,-73.96041,1,5,4.29,2,148,109
19,40.69367,-73.96424,28,0,0.0,4,138,350
35,40.81489,-73.95842,1,10,10.0,2,143,109
128,40.84607,-73.9071,91,0,0.0,1,364,55
14,40.756,-73.91589,2,1,1.0,1,87,80
2,40.82155,-73.93927,2,4,3.33,1,0,50
65,40.68896,-73.99734,1,5,5.0,1,77,289
1,40.6905,-73.93877,3,0,0.0,1,68,65
7,40.76179,-73.96427,1,1,1.0,1,331,210
27,40.75926,-73.82641,1,1,1.0,3,349,75
8,40.67768,-73.94332,5,1,1.0,2,321,125
32,40.73872,-73.92696,30,0,0.0,15,38,37
46,40.67621,-73.78279,3,0,0.0,1,77,160
49,40.76774,-73.87358,2,2,1.87,1,266,70
7,40.78481,-73.95303,3,0,0.0,1,322,78
48,40.75049,-73.89368,30,0,0.0,37,0,50
44,40.74434,-73.90347,30,0,0.0,37,0,41
44,40.74283,-73.90303,30,0,0.0,37,0,43
44,40.74615,-73.89953,30,0,0.0,37,0,33
43,40.74171,-73.87645,30,0,0.0,37,0,33
43,40.74066,-73.87755,30,0,0.0,37,0,32
20,40.75365,-73.92247,6,0,0.0,1,313,48
43,40.74,-73.87734,30,0,0.0,37,0,34
43,40.74045,-73.87776,30,0,0.0,37,0,30
43,40.73847,-73.8775,30,0,0.0,37,0,32
1,40.69174,-73.93094,4,1,1.0,1,10,120
1,40.68833,-73.95055,30,0,0.0,37,54,28
1,40.68787,-73.94973,29,0,0.0,37,0,33
20,40.74774,-73.94757,2,0,0.0,2,4,80
19,40.69704,-73.96704,7,0,0.0,1,17,78
91,40.58825,-73.81208,1,2,2.0,1,5,75
15,40.84853,-73.93805,4,2,1.87,5,16,79
59,40.64184,-73.99102,30,0,0.0,1,251,30
17,40.70736,-74.00965,30,0,0.0,1,146,130
29,40.73081,-74.00089,7,0,0.0,1,15,200
55,40.69852,-73.99606,14,0,0.0,2,67,399
14,40.76411,-73.92076,3,0,0.0,1,43,55
4,40.78085,-73.97508,30,0,0.0,1,38,153
68,40.66277,-73.76336,1,2,2.0,6,365,50
17,40.70694,-74.007,3,10,8.33,1,335,250
24,40.68739,-73.97212,30,1,1.0,1,86,160
2,40.82512,-73.93817,1,2,2.0,1,356,80
49,40.75946,-73.89019,2,10,8.33,1,321,235
12,40.74469,-74.00535,4,0,0.0,2,0,250
0,40.71346,-73.95884,2,0,0.0,2,64,190
18,40.64224,-73.95824,1,0,0.0,1,70,52
28,40.70161,-73.90484,2,3,2.65,1,0,42
20,40.75837,-73.93429,3,1,1.0,1,353,250
1,40.69044,-73.95893,4,0,0.0,1,36,115
49,40.76011,-73.88833,2,7,5.83,1,341,149
1,40.6821,-73.95279,7,0,0.0,1,0,80
7,40.76928,-73.96675,14,0,0.0,3,344,250
7,40.76918,-73.9667,14,0,0.0,3,340,225
66,40.68936,-73.83357,1,4,4.0,7,365,60
7,40.76615,-73.95639,1,0,0.0,2,7,85
70,40.69722,-73.98467,1,0,0.0,1,16,39
1,40.6946,-73.93448,4,2,2.0,1,28,95
28,40.70528,-73.90896,1,7,7.0,3,64,350
32,40.74338,-73.92191,2,7,6.56,1,129,78
10,40.80224,-73.94231,3,0,0.0,1,22,382
114,40.71357,-73.8794,2,1,1.0,2,161,124
1,40.69423,-73.94627,1,0,0.0,1,365,150
17,40.70785,-74.00645,1,1,1.0,1,179,150
2,40.80224,-73.95168,7,0,0.0,2,9,90
43,40.74329,-73.8787,2,2,2.0,1,0,60
5,40.76479,-73.98667,1,1,0.88,5,0,86
12,40.73999,-73.99806,30,1,1.0,1,214,2995
21,40.65842,-73.96044,2,1,0.91,2,89,69
5,40.7665,-73.98673,2,1,1.0,1,35,145
12,40.7455,-73.99714,4,0,0.0,1,45,249
32,40.74793,-73.92034,4,0,0.0,1,69,55
5,40.75949,-73.98825,3,2,2.0,1,219,125
73,40.72896,-73.99201,2,3,3.0,1,36,199
7,40.77574,-73.95331,1,1,1.0,3,266,229
120,40.72608,-73.82038,1,0,0.0,1,364,199
10,40.79798,-73.93972,1,0,0.0,1,16,50
12,40.74505,-74.00298,2,0,0.0,1,9,225
0,40.71004,-73.95577,2,2,1.87,1,23,180
20,40.76228,-73.94272,5,2,2.0,1,43,62
38,40.75606,-73.98871,3,3,3.0,1,265,480
98,40.63911,-74.08376,2,0,0.0,1,25,48
14,40.77545,-73.92704,5,0,0.0,1,22,250
9,40.74667,-73.98513,3,1,1.0,6,364,120
20,40.76043,-73.93104,3,0,0.0,1,36,125
3,40.69888,-73.93075,7,2,2.0,2,179,249
5,40.76457,-73.98796,1,7,7.0,1,346,300
0,40.71599,-73.96159,4,3,3.0,1,11,198
5,40.76828,-73.98755,3,3,3.0,1,42,250
15,40.8564,-73.92703,1,2,2.0,1,60,66
5,40.76235,-73.98995,3,3,3.0,1,144,335
68,40.66199,-73.76345,1,2,2.0,6,365,95
14,40.7592,-73.92155,3,3,3.0,1,320,300
12,40.74972,-73.99655,3,2,2.0,1,281,330
0,40.71413,-73.93701,3,2,2.0,1,137,131
58,40.63331,-74.01975,5,0,0.0,2,37,99
113,40.87066,-73.88227,2,0,0.0,1,53,56
12,40.74625,-74.0,3,2,2.0,1,242,305
12,40.74006,-74.00071,3,0,0.0,1,252,195
36,40.73735,-73.98425,2,1,1.0,1,10,250
1,40.69161,-73.94703,2,1,1.0,2,5,200
20,40.74922,-73.94048,3,0,0.0,7,19,150
59,40.64212,-73.99361,5,2,2.0,8,333,30
2,40.81051,-73.948,2,1,1.0,1,70,250
0,40.7204,-73.94115,1,0,0.0,1,365,500
4,40.77618,-73.98395,8,1,1.0,1,62,165
7,40.76786,-73.95639,7,1,1.0,1,43,260
5,40.7635,-73.9878,4,2,2.0,1,92,145
7,40.76665,-73.95398,4,2,2.0,2,42,140
21,40.65877,-73.9447,2,1,1.0,1,25,150
72,40.6774,-74.00304,2,0,0.0,1,11,199
68,40.66292,-73.76242,1,5,4.29,6,365,70
68,40.66222,-73.76324,2,1,1.0,6,365,41
81,40.86493,-73.90315,2,2,2.0,1,86,69
3,40.68936,-73.92071,7,2,2.0,1,15,119
58,40.63486,-74.02122,5,0,0.0,2,15,75
13,40.72247,-73.98838,3,1,1.0,1,1,185
1,40.68364,-73.92307,3,1,1.0,1,0,125
9,40.75144,-73.9709,3,1,1.0,1,334,220
5,40.76088,-73.9923,3,2,2.0,1,147,550
1,40.6818,-73.93879,2,1,1.0,1,11,100
24,40.69343,-73.98171,15,0,0.0,1,283,150
3,40.70574,-73.91737,1,8,7.27,1,141,225
2,40.82238,-73.95476,2,1,1.0,1,90,86
16,40.73207,-74.01087,4,1,1.0,1,50,270
18,40.65377,-73.95927,2,3,3.0,1,2,69
68,40.6626,-73.76349,1,1,1.0,6,365,90
1,40.6966,-73.94339,1,4,4.0,1,20,63
10,40.80211,-73.94365,1,1,1.0,1,17,350
0,40.71413,-73.96075,3,7,6.0,1,6,121
16,40.73766,-74.00448,1,2,2.0,5,321,999
1,40.67815,-73.92534,1,1,1.0,2,147,60
1,40.67864,-73.92362,1,4,4.0,2,166,60
9,40.75596,-73.96581,30,0,0.0,1,176,180
58,40.6297,-74.0302,1,2,2.0,3,344,80
58,40.63066,-74.03136,1,5,4.69,3,361,80
9,40.75088,-73.971,4,0,0.0,1,100,500
1,40.67816,-73.92368,1,4,4.0,2,173,60
12,40.74216,-73.99363,1,1,1.0,3,210,180
5,40.76243,-73.98978,1,1,1.0,1,138,90
9,40.74217,-73.98398,1,0,0.0,9,339,299
6,40.72832,-73.98984,1,0,0.0,1,177,180
19,40.68253,-73.96599,2,6,6.0,2,241,125
49,40.76001,-73.88865,2,5,4.29,1,337,225
1,40.67838,-73.92349,1,3,3.0,2,176,60
14,40.77018,-73.92108,2,2,2.0,1,22,125
5,40.75606,-73.99374,2,3,3.0,2,221,279
16,40.73006,-74.00713,1,1,1.0,1,27,250
0,40.71705,-73.9647,30,0,0.0,1,365,4500
9,40.74488,-73.98245,30,5,4.55,1,90,300
28,40.70527,-73.91075,1,0,0.0,3,76,180
2,40.81144,-73.94386,3,0,0.0,3,244,85
14,40.75998,-73.926,1,1,1.0,1,5,150
23,40.65539,-73.94961,1,3,3.0,1,87,175
10,40.80474,-73.94118,3,3,3.0,1,3,110
6,40.72671,-73.97986,1,0,0.0,1,365,450
53,40.60795,-73.95218,2,3,3.0,2,103,120
9,40.76372,-73.98182,1,2,2.0,5,322,358
12,40.75217,-73.99828,3,1,1.0,1,196,235
1,40.69006,-73.95127,2,1,1.0,1,21,200
3,40.68864,-73.91614,3,1,1.0,3,358,175
0,40.711,-73.96147,2,3,3.0,1,184,139
9,40.748,-73.98831,30,0,0.0,1,41,55
0,40.71071,-73.96049,2,6,6.0,1,137,150
5,40.7616,-73.98936,4,2,2.0,1,130,700
5,40.76124,-73.99611,2,0,0.0,3,365,450
1,40.68598,-73.91997,3,0,0.0,2,41,200
46,40.68158,-73.7755,1,0,0.0,3,364,75
46,40.68144,-73.77739,1,0,0.0,3,22,250
2,40.82168,-73.93855,1,1,1.0,1,116,50
0,40.7103,-73.96631,3,1,1.0,1,16,230
28,40.70196,-73.90578,2,0,0.0,1,41,71
19,40.6853,-73.96692,7,2,2.0,1,29,140
1,40.69004,-73.95224,7,1,0.83,1,21,42
29,40.73125,-73.99933,5,0,0.0,1,9,300
9,40.75124,-73.98451,3,2,2.0,1,40,342
7,40.76299,-73.961,1,0,0.0,1,0,290
47,40.67201,-73.86944,3,0,0.0,2,363,70
17,40.70757,-74.01386,3,4,4.0,1,65,321
2,40.81433,-73.94255,5,1,1.0,3,246,75
2,40.81369,-73.94239,5,0,0.0,3,265,95
2,40.81389,-73.94239,5,1,1.0,3,260,100
2,40.80778,-73.94561,1,4,4.0,1,139,200
95,40.71262,-74.00698,30,0,0.0,1,346,175
18,40.63053,-73.96227,15,0,0.0,1,180,150
14,40.75596,-73.91637,20,0,0.0,1,344,75
5,40.76194,-73.99006,1,4,4.0,1,180,189
14,40.75875,-73.92048,2,2,2.0,1,279,275
116,40.86093,-73.85185,2,2,2.0,1,160,75
5,40.76285,-73.98609,1,3,3.0,1,122,189
37,40.77746,-73.9184,14,0,0.0,1,68,50
12,40.74814,-73.99416,1,2,2.0,1,238,269
9,40.76527,-73.98139,3,0,0.0,1,3,299
25,40.7485,-73.97419,4,0,0.0,1,46,150
1,40.68725,-73.95086,4,1,1.0,1,303,190
39,40.66509,-73.98325,31,0,0.0,2,119,100
50,40.6889,-73.9871,2,3,2.73,1,10,250
14,40.75883,-73.9216,2,0,0.0,1,282,250
9,40.75508,-73.96707,3,4,4.0,1,157,347
0,40.70929,-73.95523,1,2,1.82,2,260,75
6,40.72837,-73.98171,30,0,0.0,1,97,50
0,40.71452,-73.9534,1,1,1.0,2,64,250
0,40.70741,-73.94233,2,0,0.0,1,27,120
60,40.68207,-73.87358,5,1,1.0,3,29,82
92,40.70587,-73.81342,2,4,4.0,2,76,45
0,40.71509,-73.9565,15,1,0.86,1,29,140
48,40.75755,-73.86199,2,2,2.0,1,338,250
2,40.80438,-73.95284,2,1,1.0,1,214,220
56,40.64746,-73.90848,2,2,2.0,1,87,110
5,40.76015,-73.99341,1,5,5.0,1,124,275
15,40.85609,-73.93166,1,3,3.0,1,75,160
14,40.76444,-73.9157,2,1,1.0,1,270,225
26,40.74344,-73.97821,2,0,0.0,1,264,500
16,40.73168,-74.00195,3,2,2.0,1,195,295
58,40.63919,-74.02526,2,0,0.0,1,119,190
14,40.77069,-73.91977,2,5,5.0,1,24,125
4,40.79147,-73.96644,14,0,0.0,1,87,99
8,40.67575,-73.94299,3,0,0.0,4,278,100
1,40.67866,-73.94759,4,0,0.0,1,9,225
5,40.75842,-73.99281,4,4,3.64,1,107,350
2,40.81852,-73.9381,1,0,0.0,1,89,120
8,40.67125,-73.94006,3,0,0.0,4,256,90
0,40.71203,-73.95241,4,1,1.0,1,5,65
3,40.70695,-73.92295,15,0,0.0,1,176,67
5,40.75994,-73.99591,4,0,0.0,1,10,295
68,40.66104,-73.76251,1,1,1.0,1,89,70
26,40.74363,-73.9773,1,4,4.0,1,348,299
94,40.69488,-73.89649,2,1,1.0,1,90,40
5,40.76212,-73.99265,1,4,4.0,1,36,190
12,40.74114,-74.00358,30,0,0.0,1,125,198
84,40.8703,-73.89313,3,0,0.0,10,337,168
14,40.76358,-73.92399,3,0,0.0,1,253,289
14,40.76438,-73.91419,2,1,1.0,1,279,225
33,40.72317,-74.00245,2,5,5.0,1,8,171
18,40.64621,-73.96208,14,0,0.0,1,76,60
0,40.71257,-73.96326,1,4,4.0,1,36,66
79,40.71192,-73.99539,1,2,2.0,1,161,77
6,40.72952,-73.98229,3,2,2.0,1,18,125
111,40.73979,-73.77752,1,1,1.0,1,178,50
48,40.75103,-73.8913,1,2,2.0,1,42,85
26,40.74535,-73.97753,1,4,4.0,1,265,349
33,40.72273,-74.00352,4,2,2.0,1,60,400
8,40.66397,-73.93353,2,1,1.0,1,87,140
1,40.68805,-73.95954,3,1,1.0,2,365,125
4,40.78021,-73.98115,3,0,0.0,1,51,1200
15,40.84274,-73.94219,1,0,0.0,2,179,90
15,40.84414,-73.94099,1,0,0.0,2,179,90
16,40.73194,-74.00369,2,3,3.0,1,176,220
31,40.71678,-73.99492,4,3,2.73,1,57,400
17,40.70723,-74.01045,30,0,0.0,6,299,215
8,40.67376,-73.95816,3,0,0.0,2,8,250
17,40.70678,-74.0091,30,0,0.0,6,221,170
5,40.76426,-73.98945,3,1,1.0,2,20,94
3,40.68635,-73.91482,4,0,0.0,5,274,195
17,40.70569,-74.00974,30,0,0.0,6,317,175
8,40.67585,-73.91808,1,1,0.88,1,34,30
2,40.82521,-73.93811,30,0,0.0,1,6,40
1,40.68624,-73.92109,2,0,0.0,3,226,400
9,40.76329,-73.97543,6,4,4.0,1,191,100
95,40.71232,-74.00689,30,0,0.0,2,58,185
84,40.86066,-73.89883,1,0,0.0,1,363,149
6,40.72699,-73.98576,2,3,3.0,1,163,226
1,40.68722,-73.91962,1,3,3.0,3,312,150
26,40.74122,-73.98274,2,1,1.0,1,185,214
1,40.68197,-73.93618,2,1,1.0,1,154,45
3,40.70241,-73.92744,30,2,2.0,1,32,177
6,40.72697,-73.98373,2,4,4.0,1,183,250
9,40.75426,-73.98968,3,1,1.0,1,259,489
5,40.75949,-73.99367,2,3,3.0,1,190,250
5,40.7592,-73.98894,3,3,3.0,1,232,650
13,40.72016,-73.98968,2,5,5.0,1,188,250
5,40.7682,-73.98598,30,0,0.0,1,66,150
48,40.75009,-73.87799,1,3,3.0,4,350,30
36,40.73265,-73.98435,2,4,4.0,1,160,250
11,40.72025,-73.94658,4,0,0.0,1,348,400
11,40.72194,-73.94332,3,0,0.0,1,358,400
0,40.72047,-73.94504,3,2,2.0,1,363,350
0,40.71647,-73.94657,3,0,0.0,1,354,500
38,40.75962,-73.98512,3,4,4.0,1,167,489
2,40.81658,-73.938,2,1,1.0,1,208,78
92,40.7143,-73.81834,2,0,0.0,1,365,99
26,40.74052,-73.98188,3,1,1.0,1,263,450
0,40.71518,-73.94146,3,0,0.0,1,359,300
0,40.71511,-73.96236,3,2,2.0,1,332,500
50,40.68752,-73.98549,4,0,0.0,1,45,200
0,40.71962,-73.9605,3,1,1.0,1,357,500
14,40.75566,-73.91742,1,1,1.0,1,27,85
3,40.68743,-73.91048,3,0,0.0,1,51,129
38,40.75672,-73.98653,2,1,1.0,1,28,385
5,40.75711,-73.99674,3,1,1.0,2,30,119
17,40.70886,-74.00885,3,2,2.0,1,339,189
3,40.69424,-73.92652,1,8,7.5,1,88,89
28,40.70633,-73.91344,1,2,2.0,1,63,100
46,40.67162,-73.77919,1,0,0.0,4,74,65
8,40.67432,-73.94255,3,0,0.0,1,247,100
7,40.77401,-73.94993,5,0,0.0,1,77,220
5,40.76269,-73.98928,2,4,4.0,1,29,190
10,40.78658,-73.94989,4,0,0.0,1,121,200
3,40.70155,-73.92628,2,2,2.0,1,7,125
41,40.86542,-73.92092,1,0,0.0,1,0,100
33,40.72358,-74.00397,1,1,0.91,1,6,230
36,40.73523,-73.98142,1,0,0.0,1,14,160
5,40.75431,-73.99459,3,1,1.0,1,267,185
17,40.71035,-74.00734,30,0,0.0,2,346,185
0,40.70985,-73.94462,2,1,1.0,1,10,80
38,40.76308,-73.98482,3,0,0.0,1,161,450
1,40.68451,-73.92753,1,2,2.0,1,161,70
6,40.72434,-73.98047,2,0,0.0,1,180,340
7,40.77474,-73.94943,30,0,0.0,1,325,249
5,40.76125,-73.98848,3,2,2.0,1,203,120
46,40.70415,-73.81558,2,6,6.0,2,38,35
7,40.76462,-73.95842,1,4,4.0,1,113,108
96,40.9026,-73.84806,2,0,0.0,1,346,288
41,40.86639,-73.92369,7,0,0.0,1,8,150
26,40.7409,-73.98085,2,0,0.0,1,49,199
4,40.79836,-73.96784,1,7,7.0,1,94,135
68,40.66206,-73.74962,1,0,0.0,2,180,75
5,40.76288,-73.9915,3,3,3.0,1,25,223
29,40.72812,-73.99963,30,0,0.0,1,180,150
7,40.78037,-73.94657,5,1,1.0,1,23,120
17,40.70606,-74.00899,1,3,3.0,1,324,199
10,40.79136,-73.93979,2,1,1.0,1,365,300
0,40.71601,-73.9413,1,1,1.0,2,23,80
1,40.67846,-73.90803,3,0,0.0,1,9,60
5,40.76276,-73.9895,4,8,8.0,1,66,450
2,40.80463,-73.95655,30,0,0.0,7,360,88
2,40.80348,-73.95671,30,0,0.0,7,360,89
9,40.7575,-73.9643,2,3,3.0,1,43,185
53,40.58625,-73.94591,1,8,7.27,3,75,50
2,40.80485,-73.9581,30,0,0.0,7,364,88
2,40.80494,-73.95588,30,2,2.0,7,361,89
13,40.71871,-73.99058,2,1,1.0,1,284,300
2,40.82318,-73.94424,2,0,0.0,1,287,575
11,40.72019,-73.94648,3,1,1.0,1,351,600
2,40.80315,-73.95616,30,0,0.0,7,364,88
2,40.80445,-73.9567,30,0,0.0,7,360,88
20,40.75734,-73.9324,2,1,1.0,1,261,225
7,40.76254,-73.96223,3,0,0.0,1,277,800
18,40.64635,-73.95474,3,3,3.0,1,46,30
84,40.86963,-73.89465,3,0,0.0,10,69,79
20,40.76435,-73.93537,5,1,1.0,1,63,220
95,40.71301,-74.00481,30,0,0.0,1,331,172
133,40.62845,-74.12294,2,1,1.0,2,342,99
84,40.87085,-73.89318,3,0,0.0,10,75,58
2,40.80322,-73.95673,30,0,0.0,7,305,89
5,40.75259,-73.9942,1,3,3.0,1,52,220
1,40.68919,-73.92553,1,3,3.0,2,269,190
84,40.86947,-73.89389,3,0,0.0,10,86,55
84,40.87066,-73.89317,3,0,0.0,10,89,55
46,40.67634,-73.79687,1,3,3.0,3,357,65
31,40.71654,-73.99485,3,2,2.0,1,215,202
23,40.65926,-73.93468,2,1,1.0,2,343,60
26,40.74402,-73.97477,4,2,2.0,1,157,475
5,40.76021,-73.99976,1,2,2.0,1,133,305
3,40.6949,-73.91636,7,0,0.0,2,15,60
0,40.71334,-73.96717,2,5,5.0,1,118,262
27,40.7488,-73.82191,3,0,0.0,1,90,70
19,40.68875,-73.96725,5,0,0.0,2,209,300
61,40.71703,-73.998,4,0,0.0,1,44,74
24,40.69757,-73.97557,30,0,0.0,25,347,48
24,40.69611,-73.97542,30,0,0.0,25,333,48
5,40.76198,-74.00033,1,0,0.0,1,3,200
24,40.69747,-73.97506,30,0,0.0,25,310,48
24,40.69632,-73.97396,30,0,0.0,25,68,48
24,40.69696,-73.97496,30,0,0.0,25,219,48
24,40.69698,-73.97412,30,0,0.0,25,340,48
24,40.69617,-73.97532,30,0,0.0,25,341,48
24,40.69749,-73.97551,30,0,0.0,25,257,48
24,40.69634,-73.97393,30,0,0.0,25,342,48
24,40.6971,-73.97523,30,0,0.0,25,305,48
24,40.69774,-73.97502,30,0,0.0,25,341,48
0,40.7128,-73.94342,7,0,0.0,1,33,199
24,40.69706,-73.974,30,0,0.0,25,67,48
24,40.69768,-73.97564,30,0,0.0,25,337,48
24,40.69633,-73.97361,30,0,0.0,25,334,48
24,40.69693,-73.97396,30,0,0.0,25,66,48
24,40.69632,-73.97553,30,0,0.0,25,342,48
24,40.69706,-73.97498,30,0,0.0,25,189,48
0,40.71926,-73.96035,2,0,0.0,1,10,200
29,40.72973,-74.00166,2,2,2.0,1,177,249
16,40.74,-74.004,30,0,0.0,87,364,209
14,40.75942,-73.92601,2,1,1.0,1,84,45
5,40.76437,-73.99184,2,1,1.0,1,32,210
4,40.80092,-73.96195,1,0,0.0,1,293,100
26,40.74501,-73.97774,2,0,0.0,1,245,900
11,40.72329,-73.93758,1,2,2.0,1,365,180
5,40.75332,-73.99539,3,1,1.0,1,53,300
6,40.72175,-73.98259,3,3,3.0,1,128,400
1,40.67813,-73.92904,5,1,1.0,3,356,38
18,40.62958,-73.96137,20,0,0.0,1,35,150
7,40.76801,-73.96896,2,2,2.0,1,105,140
17,40.70701,-74.01007,30,0,0.0,1,311,175
140,40.60825,-73.75695,1,0,0.0,1,342,60
156,40.8455,-73.86217,3,1,1.0,1,342,35
5,40.76397,-73.99078,1,5,5.0,1,173,219
12,40.74942,-74.00335,8,0,0.0,1,78,350
1,40.6815,-73.93408,28,0,0.0,1,74,85
71,40.74055,-73.98522,3,3,3.0,1,101,450
48,40.75268,-73.88595,1,4,4.0,2,308,55
74,40.58817,-73.79914,3,1,1.0,1,95,99
33,40.72208,-74.00389,30,0,0.0,1,96,70
39,40.66512,-73.99084,14,1,1.0,1,26,60
157,40.88452,-73.91065,3,2,2.0,1,52,99
71,40.74032,-73.98801,3,4,4.0,1,161,300
7,40.77664,-73.95481,1,0,0.0,3,346,349
0,40.71216,-73.9623,2,5,5.0,1,327,264
20,40.76117,-73.93038,4,0,0.0,1,39,149
5,40.77044,-73.99126,3,0,0.0,1,29,220
3,40.70364,-73.92679,2,0,0.0,1,57,58
14,40.76842,-73.90633,1,2,2.0,3,179,100
0,40.70599,-73.94817,3,3,3.0,1,195,299
26,40.74399,-73.97753,3,2,2.0,1,350,299
3,40.70385,-73.91694,2,0,0.0,3,314,55
57,40.72085,-73.84088,1,0,0.0,1,7,75
26,40.74337,-73.97726,3,0,0.0,1,19,850
90,40.65792,-73.73945,7,1,1.0,1,227,44
4,40.787,-73.97237,2,1,1.0,1,265,200
49,40.76227,-73.86451,1,1,1.0,1,48,49
3,40.69339,-73.90647,3,1,1.0,3,72,60
40,40.72087,-73.99647,2,0,0.0,1,88,203
5,40.75765,-73.99247,3,4,4.0,1,56,211
30,40.64658,-74.00986,10,0,0.0,1,67,38
5,40.76183,-73.98948,1,10,10.0,1,163,350
1,40.68209,-73.91323,2,4,4.0,1,64,100
24,40.6938,-73.97404,3,1,1.0,2,107,150
5,40.75493,-73.99458,1,12,12.0,1,189,320
48,40.74908,-73.87961,1,0,0.0,2,341,28
18,40.65175,-73.96208,10,1,1.0,3,299,25
18,40.65022,-73.96281,4,1,1.0,3,334,25
71,40.73942,-73.98648,7,0,0.0,1,178,1750
